code,abos_description,orthopedic_subsection,status,wrvu_status,wrvu_missing_reason,work_rvu,total_rvu,global_period_days,estimated_medicare_payment,cms_source_file
26541,"Reconstruction, collateral ligament, metacarpophalangeal joint, single; with tendon or fascial graft (includes obtaining graft)",Hand/Fingers,already_present,verified,,8.59,23.94,90,799.62,PPRRVU2026_Jul_nonQPP.csv
26542,"Reconstruction, collateral ligament, metacarpophalangeal joint, single; with local tissue (eg, adductor advancement)",Hand/Fingers,already_present,verified,,6.78,20.86,90,696.74,PPRRVU2026_Jul_nonQPP.csv
26545,"Reconstruction, collateral ligament, interphalangeal joint, single, including graft, each joint",Hand/Fingers,already_present,verified,,6.93,21.18,90,707.43,PPRRVU2026_Jul_nonQPP.csv
26548,"Repair and reconstruction, finger, volar plate, interphalangeal joint",Hand/Fingers,already_present,verified,,8.01,22.93,90,765.88,PPRRVU2026_Jul_nonQPP.csv
26608,"Percutaneous skeletal fixation of metacarpal fracture, each bone",Hand/Fingers,already_present,verified,,5.41,13.9,90,464.27,PPRRVU2026_Jul_nonQPP.csv
26615,"Open treatment of metacarpal fracture, single, with or without internal or external fixation, each bone",Hand/Fingers,already_present,verified,,6.89,16.4,90,547.77,PPRRVU2026_Jul_nonQPP.csv
26650,"Percutaneous skeletal fixation of carpometacarpal fracture dislocation, thumb (Bennett fracture), with manipulation",Hand/Fingers,already_present,verified,,5.22,14.09,90,470.62,PPRRVU2026_Jul_nonQPP.csv
26665,"Open treatment of carpometacarpal fracture dislocation, thumb (Bennett fracture), includes internal fixation, when performed",Hand/Fingers,already_present,verified,,7.74,17.3,90,577.84,PPRRVU2026_Jul_nonQPP.csv
26676,"Percutaneous skeletal fixation of carpometacarpal dislocation, other than thumb, with manipulation, each joint",Hand/Fingers,already_present,verified,,5.6,14.64,90,488.99,PPRRVU2026_Jul_nonQPP.csv
26685,"Open treatment of carpometacarpal dislocation, other than thumb; includes internal fixation, when performed, each joint",Hand/Fingers,already_present,verified,,6.89,16.03,90,535.42,PPRRVU2026_Jul_nonQPP.csv
26686,"Open treatment of carpometacarpal dislocation, other than thumb; complex, multiple, or delayed reduction",Hand/Fingers,already_present,verified,,7.97,17.74,90,592.53,PPRRVU2026_Jul_nonQPP.csv
26706,"Percutaneous skeletal fixation of metacarpophalangeal dislocation, single, with manipulation",Hand/Fingers,already_present,verified,,5.18,12.52,90,418.18,PPRRVU2026_Jul_nonQPP.csv
26715,"Open treatment of metacarpophalangeal dislocation, single, includes internal fixation, when performed",Hand/Fingers,already_present,verified,,6.85,16.32,90,545.1,PPRRVU2026_Jul_nonQPP.csv
26727,"Percutaneous skeletal fixation of unstable phalangeal shaft fracture, proximal or middle phalanx, finger or thumb, with manipulation, each",Hand/Fingers,already_present,verified,,5.28,13.68,90,456.92,PPRRVU2026_Jul_nonQPP.csv
26735,"Open treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb, includes internal fixation, when performed, each",Hand/Fingers,already_present,verified,,7.23,16.9,90,564.48,PPRRVU2026_Jul_nonQPP.csv
26746,"Open treatment of articular fracture, involving metacarpophalangeal or interphalangeal joint, includes internal fixation, when performed, each",Hand/Fingers,already_present,verified,,9.56,20.61,90,688.39,PPRRVU2026_Jul_nonQPP.csv
26756,"Percutaneous skeletal fixation of distal phalangeal fracture, finger or thumb, each",Hand/Fingers,already_present,verified,,4.47,12.42,90,414.84,PPRRVU2026_Jul_nonQPP.csv
26765,"Open treatment of distal phalangeal fracture, finger or thumb, includes internal fixation, when performed, each",Hand/Fingers,already_present,verified,,5.71,14.57,90,486.65,PPRRVU2026_Jul_nonQPP.csv
26776,"Percutaneous skeletal fixation of interphalangeal joint dislocation, single, with manipulation",Hand/Fingers,already_present,verified,,4.87,13.02,90,434.88,PPRRVU2026_Jul_nonQPP.csv
26785,"Open treatment of interphalangeal joint dislocation, includes internal fixation, when performed, single",Hand/Fingers,already_present,verified,,6.44,15.7,90,524.39,PPRRVU2026_Jul_nonQPP.csv
26990,"Incision and drainage, pelvis or hip joint area; deep abscess or hematoma",Pelvis/Hip,newly_added,verified,,7.75,19.78,90,660.67,PPRRVU2026_Jul_nonQPP.csv
26991,"Incision and drainage, pelvis or hip joint area; infected bursa",Pelvis/Hip,newly_added,verified,,6.88,14.72,90,491.66,PPRRVU2026_Jul_nonQPP.csv
27086,"Removal of foreign body, pelvis or hip; subcutaneous tissue",Pelvis/Hip,newly_added,verified,,1.87,5.01,10,167.34,PPRRVU2026_Jul_nonQPP.csv
27087,"Removal of foreign body, pelvis or hip; deep (subfascial or intramuscular)",Pelvis/Hip,newly_added,verified,,8.61,17.86,90,596.54,PPRRVU2026_Jul_nonQPP.csv
27235,"Percutaneous skeletal fixation of femoral fracture, proximal end, neck",Pelvis/Hip,already_present,verified,,12.68,25.04,90,836.36,PPRRVU2026_Jul_nonQPP.csv
27236,"Open treatment of femoral fracture, proximal end, neck, internal fixation or prosthetic replacement",Pelvis/Hip,already_present,verified,,17.17,32.63,90,1089.87,PPRRVU2026_Jul_nonQPP.csv
27244,"Treatment of intertrochanteric, pertrochanteric, or subtrochanteric femoral fracture; with plate/screw type implant, with or without cerclage",Pelvis/Hip,already_present,verified,,17.73,33.57,90,1121.27,PPRRVU2026_Jul_nonQPP.csv
27245,"Treatment of intertrochanteric, pertrochanteric, or subtrochanteric femoral fracture; with intramedullary implant, with or without interlocking screws and/or cerclage",Pelvis/Hip,already_present,verified,,17.73,33.48,90,1118.26,PPRRVU2026_Jul_nonQPP.csv
27248,"Open treatment of greater trochanteric fracture, includes internal fixation, when performed",Pelvis/Hip,already_present,verified,,10.51,20.53,90,685.72,PPRRVU2026_Jul_nonQPP.csv
27253,"Open treatment of hip dislocation, traumatic, without internal fixation",Pelvis/Hip,already_present,verified,,13.24,26.04,90,869.76,PPRRVU2026_Jul_nonQPP.csv
27254,"Open treatment of hip dislocation, traumatic, with acetabular wall and femoral head fracture, with or without internal or external fixation",Pelvis/Hip,already_present,verified,,18.47,34.64,90,1157.01,PPRRVU2026_Jul_nonQPP.csv
27258,"Open treatment of spontaneous hip dislocation (developmental, including congenital or pathological), replacement of femoral head in acetabulum (including tenotomy, etc);",Pelvis/Hip,newly_added,verified,,15.78,30.51,90,1019.06,PPRRVU2026_Jul_nonQPP.csv
27259,"Open treatment of spontaneous hip dislocation (developmental, including congenital or pathological), replacement of femoral head in acetabulum (including tenotomy, etc); with femoral shortening",Pelvis/Hip,already_present,verified,,22.68,41.93,90,1400.5,PPRRVU2026_Jul_nonQPP.csv
27301,"Incision and drainage, deep abscess, bursa, or hematoma, thigh or knee region",Femur/Knee,newly_added,verified,,6.61,14.52,90,484.98,PPRRVU2026_Jul_nonQPP.csv
27303,"Incision, deep, with opening of bone cortex, femur or knee (eg, osteomyelitis or bone abscess)",Femur/Knee,newly_added,verified,,8.41,18.08,90,603.89,PPRRVU2026_Jul_nonQPP.csv
27305,"Fasciotomy, iliotibial (tenotomy), open",Femur/Knee,newly_added,verified,,6.03,13.9,90,464.27,PPRRVU2026_Jul_nonQPP.csv
27306,"Tenotomy, percutaneous, adductor or hamstring; single tendon (separate procedure)",Femur/Knee,newly_added,verified,,4.62,9.73,90,324.99,PPRRVU2026_Jul_nonQPP.csv
27307,"Tenotomy, percutaneous, adductor or hamstring; multiple tendons",Femur/Knee,newly_added,verified,,5.91,11.26,90,376.09,PPRRVU2026_Jul_nonQPP.csv
27310,"Arthrotomy, knee, with exploration, drainage, or removal of foreign body (eg, infection)",Femur/Knee,already_present,verified,,9.75,20.63,90,689.06,PPRRVU2026_Jul_nonQPP.csv
27330,"Arthrotomy, knee; with synovial biopsy only",Femur/Knee,already_present,verified,,4.98,12.36,90,412.84,PPRRVU2026_Jul_nonQPP.csv
27331,"Arthrotomy, knee; including joint exploration, biopsy, or removal of loose or foreign bodies",Femur/Knee,already_present,verified,,5.87,13.76,90,459.6,PPRRVU2026_Jul_nonQPP.csv
27332,"Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial OR lateral",Femur/Knee,already_present,verified,,8.25,18.41,90,614.91,PPRRVU2026_Jul_nonQPP.csv
27333,"Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial AND lateral",Femur/Knee,already_present,verified,,7.36,16.9,90,564.48,PPRRVU2026_Jul_nonQPP.csv
27334,"Arthrotomy, with synovectomy, knee; anterior OR posterior",Femur/Knee,already_present,verified,,8.96,19.46,90,649.98,PPRRVU2026_Jul_nonQPP.csv
27335,"Arthrotomy, with synovectomy, knee; anterior AND posterior including popliteal area",Femur/Knee,already_present,verified,,10.29,21.53,90,719.12,PPRRVU2026_Jul_nonQPP.csv
27340,"excision, prepatellar bursa",Femur/Knee,already_present,verified,,4.21,11.07,90,369.75,PPRRVU2026_Jul_nonQPP.csv
27345,"Excision of synovial cyst of popliteal space (eg, Baker's cyst)",Femur/Knee,already_present,verified,,5.94,14.02,90,468.28,PPRRVU2026_Jul_nonQPP.csv
27347,"Excision of lesion of meniscus or capsule (eg, cyst, ganglion), knee",Femur/Knee,already_present,verified,,6.56,15.21,90,508.03,PPRRVU2026_Jul_nonQPP.csv
27350,Patellectomy or hemipatellectomy,Femur/Knee,already_present,verified,,8.44,18.57,90,620.25,PPRRVU2026_Jul_nonQPP.csv
27355,Excision or curettage of bone cyst or benign tumor of femur;,Femur/Knee,already_present,verified,,7.8,17.29,90,577.5,PPRRVU2026_Jul_nonQPP.csv
27356,Excision or curettage of bone cyst or benign tumor of femur; with allograft,Femur/Knee,already_present,verified,,9.84,20.86,90,696.74,PPRRVU2026_Jul_nonQPP.csv
27357,Excision or curettage of bone cyst or benign tumor of femur; with autograft (includes obtaining graft),Femur/Knee,already_present,verified,,10.88,22.95,90,766.55,PPRRVU2026_Jul_nonQPP.csv
27358,Excision or curettage of bone cyst or benign tumor of femur; with internal fixation (List in addition to code for primary procedure),Femur/Knee,already_present,verified,,4.61,7.08,90,236.48,PPRRVU2026_Jul_nonQPP.csv
27360,"Partial excision (craterization, saucerization, or diaphysectomy) bone, femur, proximal tibia and/or fibula (eg, osteomyelitis or bone abscess)",Femur/Knee,already_present,verified,,11.17,25.65,90,856.73,PPRRVU2026_Jul_nonQPP.csv
27372,"Removal of foreign body, deep, thigh region or knee area",Femur/Knee,newly_added,verified,,5.08,11.72,90,391.46,PPRRVU2026_Jul_nonQPP.csv
27380,Suture of infrapatellar tendon; primary,Femur/Knee,already_present,verified,,7.26,17.9,90,597.88,PPRRVU2026_Jul_nonQPP.csv
27381,"Suture of infrapatellar tendon; secondary reconstruction, including fascial or tendon graft",Femur/Knee,already_present,verified,,10.49,23.21,90,775.23,PPRRVU2026_Jul_nonQPP.csv
27385,Suture of quadriceps or hamstring muscle rupture; primary,Femur/Knee,already_present,verified,,6.76,17.62,90,588.52,PPRRVU2026_Jul_nonQPP.csv
27386,"Suture of quadriceps or hamstring muscle rupture; secondary reconstruction, including fascial or tendon graft",Femur/Knee,already_present,verified,,10.85,24.17,90,807.3,PPRRVU2026_Jul_nonQPP.csv
27390,"Tenotomy, open, hamstring, knee to hip; single tendon",Femur/Knee,already_present,verified,,5.39,12.6,90,420.85,PPRRVU2026_Jul_nonQPP.csv
27391,"Tenotomy, open, hamstring, knee to hip; multiple tendons, one leg",Femur/Knee,already_present,verified,,7.3,16.52,90,551.78,PPRRVU2026_Jul_nonQPP.csv
27392,"Tenotomy, open, hamstring, knee to hip; multiple tendons, bilateral",Femur/Knee,already_present,verified,,9.39,20.17,90,673.7,PPRRVU2026_Jul_nonQPP.csv
27393,Lengthening of hamstring tendon; single tendon,Femur/Knee,newly_added,verified,,6.43,14.28,90,476.96,PPRRVU2026_Jul_nonQPP.csv
27394,"Lengthening of hamstring tendon; multiple tendons, one leg",Femur/Knee,newly_added,verified,,8.57,18.54,90,619.25,PPRRVU2026_Jul_nonQPP.csv
27395,"Lengthening of hamstring tendon; multiple tendons, bilateral",Femur/Knee,already_present,verified,,11.93,24.62,90,822.33,PPRRVU2026_Jul_nonQPP.csv
27396,"Transplant, hamstring tendon to patella; single tendon",Femur/Knee,already_present,verified,,7.95,17.62,90,588.52,PPRRVU2026_Jul_nonQPP.csv
27397,"Transplant, hamstring tendon to patella; multiple tendons",Femur/Knee,already_present,verified,,12.34,25.64,90,856.4,PPRRVU2026_Jul_nonQPP.csv
27400,"Transfer, tendon or muscle, hamstrings to femur (eg, Egger's type procedure)",Femur/Knee,already_present,verified,,9.1,19.73,90,659.0,PPRRVU2026_Jul_nonQPP.csv
27403,"Arthrotomy with meniscus repair, knee",Femur/Knee,already_present,verified,,8.4,18.28,90,610.57,PPRRVU2026_Jul_nonQPP.csv
27405,"Repair, primary, torn ligament and/or capsule, knee; collateral",Femur/Knee,already_present,verified,,8.85,19.08,90,637.29,PPRRVU2026_Jul_nonQPP.csv
27407,"Repair, primary, torn ligament and/or capsule, knee; cruciate",Femur/Knee,already_present,verified,,10.58,22.4,90,748.18,PPRRVU2026_Jul_nonQPP.csv
27409,"Repair, primary, torn ligament and/or capsule, knee; collateral and cruciate ligaments",Femur/Knee,already_present,verified,,13.37,26.83,90,896.15,PPRRVU2026_Jul_nonQPP.csv
27412,"Autologous chondrocyte implantation, knee",Femur/Knee,already_present,verified,,24.12,44.75,90,1494.69,PPRRVU2026_Jul_nonQPP.csv
27415,"Osteochondral allograft, knee, open",Femur/Knee,already_present,verified,,19.5,37.68,90,1258.55,PPRRVU2026_Jul_nonQPP.csv
27416,"Osteochondral autograft(s), knee, open (eg, mosaicplasty) (includes harvesting of autograft[s])",Femur/Knee,already_present,verified,,13.81,27.02,90,902.49,PPRRVU2026_Jul_nonQPP.csv
27418,"Anterior tibial tubercleplasty (eg, Maquet type procedure)",Femur/Knee,already_present,verified,,11.31,22.85,90,763.21,PPRRVU2026_Jul_nonQPP.csv
27420,"Reconstruction of dislocating patella; (eg, Hauser type procedure)",Femur/Knee,already_present,verified,,10,21.11,90,705.09,PPRRVU2026_Jul_nonQPP.csv
27422,"Reconstruction of dislocating patella; with extensor realignment and/or muscle advancement or release (eg, Campbell, Goldwaite type procedure)",Femur/Knee,already_present,verified,,9.95,20.92,90,698.75,PPRRVU2026_Jul_nonQPP.csv
27424,Reconstruction of dislocating patella; with patellectomy,Femur/Knee,already_present,verified,,9.98,21.08,90,704.09,PPRRVU2026_Jul_nonQPP.csv
27425,"Lateral retinacular release, open",Femur/Knee,already_present,verified,,5.26,13.26,90,442.9,PPRRVU2026_Jul_nonQPP.csv
27427,"Ligamentous reconstruction (augmentation), knee; extra-articular",Femur/Knee,already_present,verified,,9.55,19.84,90,662.67,PPRRVU2026_Jul_nonQPP.csv
27428,"Ligamentous reconstruction (augmentation), knee; intra-articular (open)",Femur/Knee,already_present,verified,,15.19,31.15,90,1040.44,PPRRVU2026_Jul_nonQPP.csv
27429,"Ligamentous reconstruction (augmentation), knee; intra-articular (open) and extra-articular",Femur/Knee,already_present,verified,,17.1,35.09,90,1172.04,PPRRVU2026_Jul_nonQPP.csv
27430,"Quadricepsplasty (eg, Bennett or Thompson type)",Femur/Knee,already_present,verified,,9.91,20.93,90,699.08,PPRRVU2026_Jul_nonQPP.csv
27435,"Capsulotomy, posterior capsular release, knee",Femur/Knee,already_present,verified,,10.61,22.77,90,760.54,PPRRVU2026_Jul_nonQPP.csv
27448,"Osteotomy, femur, shaft or supracondylar; without fixation",Femur/Knee,already_present,verified,,11.31,22.83,90,762.54,PPRRVU2026_Jul_nonQPP.csv
27450,"Osteotomy, femur, shaft or supracondylar; with fixation",Femur/Knee,already_present,verified,,14.24,27.8,90,928.55,PPRRVU2026_Jul_nonQPP.csv
27455,"Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus (bowleg) or genu valgus (knock-knee)); before epiphyseal closure",Femur/Knee,already_present,verified,,13.03,26.73,90,892.81,PPRRVU2026_Jul_nonQPP.csv
27457,"Osteotomy, proximal tibia, including fibular excision or osteotomy (includes correction of genu varus (bowleg) or genu valgus (knock-knee)); after epiphyseal closure",Femur/Knee,already_present,verified,,13.68,26.35,90,880.11,PPRRVU2026_Jul_nonQPP.csv
27496,"Decompression fasciotomy, thigh and/or knee, one compartment (flexor or extensor or adductor);",Femur/Knee,already_present,verified,,6.61,15.9,90,531.07,PPRRVU2026_Jul_nonQPP.csv
27497,"Decompression fasciotomy, thigh and/or knee, one compartment (flexor or extensor or adductor); with debridement of nonviable muscle and/or nerve",Femur/Knee,already_present,verified,,7.6,16.52,90,551.78,PPRRVU2026_Jul_nonQPP.csv
27498,"Decompression fasciotomy, thigh and/or knee, multiple compartments;",Femur/Knee,already_present,verified,,8.44,18.71,90,624.93,PPRRVU2026_Jul_nonQPP.csv
27499,"Decompression fasciotomy, thigh and/or knee, multiple compartments; with debridement of",Femur/Knee,already_present,verified,,9.19,19.87,90,663.68,PPRRVU2026_Jul_nonQPP.csv
27506,"Open treatment of femoral shaft fracture, with or without external fixation, with insertion of intramedullary implant, with or without cerclage and/or locking screws",Femur/Knee,already_present,verified,,19.16,36.62,90,1223.14,PPRRVU2026_Jul_nonQPP.csv
27507,"Open treatment of femoral shaft fracture with plate/screws, with or without cerclage",Femur/Knee,already_present,verified,,14.12,26.45,90,883.45,PPRRVU2026_Jul_nonQPP.csv
27509,"Percutaneous skeletal fixation of femoral fracture, distal end, medial or lateral condyle, or supracondylar or transcondylar, with or without intercondylar extension, or distal femoral epiphyseal separation",Femur/Knee,already_present,verified,,7.94,19.54,90,652.65,PPRRVU2026_Jul_nonQPP.csv
27511,"Open treatment of femoral supracondylar or transcondylar fracture without intercondylar extension, includes internal fixation, when performed",Femur/Knee,already_present,verified,,14.73,26.97,90,900.82,PPRRVU2026_Jul_nonQPP.csv
27513,"Open treatment of femoral supracondylar or transcondylar fracture with intercondylar extension, includes internal fixation, when performed",Femur/Knee,already_present,verified,,18.77,33.14,90,1106.91,PPRRVU2026_Jul_nonQPP.csv
27514,"Open treatment of femoral fracture, distal end, medial or lateral condyle, includes internal fixation, when performed",Femur/Knee,already_present,verified,,14.24,26.2,90,875.1,PPRRVU2026_Jul_nonQPP.csv
27519,"Open treatment of distal femoral epiphyseal separation, includes internal fixation, when performed",Femur/Knee,newly_added,verified,,12.92,24.28,90,810.97,PPRRVU2026_Jul_nonQPP.csv
27524,"Open treatment of patellar fracture, with internal fixation and/or partial or complete patellectomy and soft tissue repair",Femur/Knee,already_present,verified,,10.11,21.11,90,705.09,PPRRVU2026_Jul_nonQPP.csv
27535,"Open treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed",Femur/Knee,already_present,verified,,13.07,24.41,90,815.32,PPRRVU2026_Jul_nonQPP.csv
27536,"Open treatment of tibial fracture, proximal (plateau); bicondylar, with or without internal fixation",Femur/Knee,already_present,verified,,16.96,32.66,90,1090.87,PPRRVU2026_Jul_nonQPP.csv
27540,"Open treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, includes internal fixation, when performed",Femur/Knee,newly_added,verified,,11.02,22.83,90,762.54,PPRRVU2026_Jul_nonQPP.csv
27556,"Open treatment of knee dislocation, includes internal fixation, when performed; without primary ligamentous repair or augmentation/reconstruction",Femur/Knee,already_present,verified,,12.68,23.91,90,798.62,PPRRVU2026_Jul_nonQPP.csv
27557,"Open treatment of knee dislocation, includes internal fixation, when performed; with primary ligamentous repair",Femur/Knee,already_present,verified,,15.5,28.24,90,943.24,PPRRVU2026_Jul_nonQPP.csv
27558,"Open treatment of knee dislocation, includes internal fixation, when performed; with primary ligamentous repair, with augmentation/reconstruction",Femur/Knee,already_present,verified,,17.93,31.96,90,1067.49,PPRRVU2026_Jul_nonQPP.csv
27566,"Open treatment of patellar dislocation, with or without partial or total patellectomy",Femur/Knee,newly_added,verified,,12.39,24.75,90,826.67,PPRRVU2026_Jul_nonQPP.csv
27570,Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices),Femur/Knee,already_present,verified,,1.75,4.49,10,149.97,PPRRVU2026_Jul_nonQPP.csv
27600,"Decompression fasciotomy, leg; anterior and/or lateral compartments only",Leg/Ankle/Foot,already_present,verified,,5.88,11.25,90,375.76,PPRRVU2026_Jul_nonQPP.csv
27601,"Decompression fasciotomy, leg; posterior compartment(s) only",Leg/Ankle/Foot,already_present,verified,,5.9,12.52,90,418.18,PPRRVU2026_Jul_nonQPP.csv
27602,"Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s)",Leg/Ankle/Foot,already_present,verified,,7.62,13.29,90,443.9,PPRRVU2026_Jul_nonQPP.csv
27603,"Incision and drainage, leg or ankle; deep abscess or hematoma",Leg/Ankle/Foot,already_present,verified,,5.1,16.31,90,544.77,PPRRVU2026_Jul_nonQPP.csv
27604,"Incision and drainage, leg or ankle; infected bursa",Leg/Ankle/Foot,already_present,verified,,4.48,14.3,90,477.63,PPRRVU2026_Jul_nonQPP.csv
27605,"Tenotomy, percutaneous, Achilles tendon (separate procedure); local anesthesia",Leg/Ankle/Foot,already_present,verified,,2.85,10.09,10,337.02,PPRRVU2026_Jul_nonQPP.csv
27606,"Tenotomy, percutaneous, Achilles tendon (separate procedure); general anesthesia",Leg/Ankle/Foot,already_present,verified,,4.08,7.63,10,254.85,PPRRVU2026_Jul_nonQPP.csv
27607,"Incision (eg, osteomyelitis or bone abscess), leg or ankle",Leg/Ankle/Foot,already_present,verified,,8.4,16.98,90,567.15,PPRRVU2026_Jul_nonQPP.csv
27610,"Arthrotomy, ankle, including exploration, drainage, or removal of foreign body",Leg/Ankle/Foot,already_present,verified,,8.9,18.25,90,609.57,PPRRVU2026_Jul_nonQPP.csv
27612,"Arthrotomy, posterior capsular release, ankle, with or without Achilles tendon lengthening",Leg/Ankle/Foot,already_present,verified,,7.95,16.21,90,541.43,PPRRVU2026_Jul_nonQPP.csv
27620,"Arthrotomy, ankle, with joint exploration, with or without biopsy, with or without removal of loose or foreign body",Leg/Ankle/Foot,already_present,verified,,6,13.04,90,435.55,PPRRVU2026_Jul_nonQPP.csv
27625,"Arthrotomy, with synovectomy, ankle;",Leg/Ankle/Foot,already_present,verified,,8.28,16.41,90,548.11,PPRRVU2026_Jul_nonQPP.csv
27626,"Arthrotomy, with synovectomy, ankle; including tenosynovectomy",Leg/Ankle/Foot,already_present,verified,,8.87,16.89,90,564.14,PPRRVU2026_Jul_nonQPP.csv
27630,"Excision of lesion of tendon sheath or capsule (eg, cyst or ganglion), leg and/or ankle",Leg/Ankle/Foot,already_present,verified,,4.82,16.98,90,567.15,PPRRVU2026_Jul_nonQPP.csv
27650,"Repair, primary, open or percutaneous, ruptured Achilles tendon;",Leg/Ankle/Foot,already_present,verified,,8.98,18.69,90,624.26,PPRRVU2026_Jul_nonQPP.csv
27652,"Repair, primary, open or percutaneous, ruptured Achilles tendon; with graft (includes obtaining graft)",Leg/Ankle/Foot,already_present,verified,,10.51,18.46,90,616.58,PPRRVU2026_Jul_nonQPP.csv
27654,"Repair, secondary, Achilles tendon, with or without graft",Leg/Ankle/Foot,already_present,verified,,10.27,20.24,90,676.03,PPRRVU2026_Jul_nonQPP.csv
27656,"Repair, fascial defect of leg",Leg/Ankle/Foot,already_present,verified,,4.59,15.92,90,531.74,PPRRVU2026_Jul_nonQPP.csv
27658,"Repair, flexor tendon, leg; primary, without graft, each tendon",Leg/Ankle/Foot,already_present,verified,,4.99,10.69,90,357.06,PPRRVU2026_Jul_nonQPP.csv
27659,"Repair, flexor tendon, leg; secondary, with or without graft, each tendon",Leg/Ankle/Foot,already_present,verified,,6.92,13.37,90,446.57,PPRRVU2026_Jul_nonQPP.csv
27664,"Repair, extensor tendon, leg; primary, without graft, each tendon",Leg/Ankle/Foot,already_present,verified,,4.61,10.3,90,344.03,PPRRVU2026_Jul_nonQPP.csv
27665,"Repair, extensor tendon, leg; secondary, with or without graft, each tendon",Leg/Ankle/Foot,already_present,verified,,5.43,11.96,90,399.47,PPRRVU2026_Jul_nonQPP.csv
27675,"Repair, dislocating peroneal tendons; without fibular osteotomy",Leg/Ankle/Foot,already_present,verified,,7.17,14.05,90,469.28,PPRRVU2026_Jul_nonQPP.csv
27676,"Repair, dislocating peroneal tendons; with fibular osteotomy",Leg/Ankle/Foot,already_present,verified,,8.51,17.19,90,574.16,PPRRVU2026_Jul_nonQPP.csv
27680,"Tenolysis, flexor or extensor tendon, leg and/or ankle; single, each tendon",Leg/Ankle/Foot,already_present,verified,,5.73,12.23,90,408.49,PPRRVU2026_Jul_nonQPP.csv
27681,"Tenolysis, flexor or extensor tendon, leg and/or ankle; multiple tendons (through separate incision[s])",Leg/Ankle/Foot,already_present,verified,,6.87,14.66,90,489.66,PPRRVU2026_Jul_nonQPP.csv
27695,"Repair, primary, disrupted ligament, ankle; collateral",Leg/Ankle/Foot,already_present,verified,,6.53,13.94,90,465.61,PPRRVU2026_Jul_nonQPP.csv
27696,"Repair, primary, disrupted ligament, ankle; both collateral ligaments",Leg/Ankle/Foot,already_present,verified,,8.37,15.28,90,510.37,PPRRVU2026_Jul_nonQPP.csv
27698,"Repair, secondary, disrupted ligament, ankle, collateral (eg, Watson-Jones procedure)",Leg/Ankle/Foot,already_present,verified,,9.37,17.87,90,596.87,PPRRVU2026_Jul_nonQPP.csv
27705,Osteotomy; tibia,Leg/Ankle/Foot,already_present,verified,,10.59,20.74,90,692.73,PPRRVU2026_Jul_nonQPP.csv
27707,Osteotomy; fibula,Leg/Ankle/Foot,already_present,verified,,4.66,11.75,90,392.46,PPRRVU2026_Jul_nonQPP.csv
27709,Osteotomy; tibia and fibula,Leg/Ankle/Foot,already_present,verified,,17.04,31.47,90,1051.13,PPRRVU2026_Jul_nonQPP.csv
27756,"Percutaneous skeletal fixation of tibial shaft fracture (with or without fibular fracture) (eg, pins or screws)",Leg/Ankle/Foot,already_present,verified,,7.26,16.9,90,564.48,PPRRVU2026_Jul_nonQPP.csv
27758,"Open treatment of tibial shaft fracture, (with or without fibular fracture) with plate/screws, with or without cerclage",Leg/Ankle/Foot,already_present,verified,,12.23,24.95,90,833.35,PPRRVU2026_Jul_nonQPP.csv
27759,"Treatment of tibial shaft fracture (with or without fibular fracture) by intramedullary implant, with or without interlocking screws and/or cerclage",Leg/Ankle/Foot,already_present,verified,,14.09,27.49,90,918.19,PPRRVU2026_Jul_nonQPP.csv
27766,"Open treatment of medial malleolus fracture, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,7.69,17.36,90,579.84,PPRRVU2026_Jul_nonQPP.csv
27769,"Open treatment of posterior malleolus fracture, includes internal fixation, when performed",Leg/Ankle/Foot,newly_added,verified,,9.89,20.23,90,675.7,PPRRVU2026_Jul_nonQPP.csv
27784,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,9.43,20.15,90,673.03,PPRRVU2026_Jul_nonQPP.csv
27792,"Open treatment of distal fibular fracture (lateral malleolus), includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,8.53,18.2,90,607.9,PPRRVU2026_Jul_nonQPP.csv
27814,"Open treatment of bimalleolar ankle fracture, (eg, lateral and medial malleoli, or lateral and posterior malleoli, or medial and posterior malleoli), includes internal fixation, when performed",Leg/Ankle/Foot,already_present,verified,,10.35,21.39,90,714.45,PPRRVU2026_Jul_nonQPP.csv
27822,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; without fixation of posterior lip",Leg/Ankle/Foot,already_present,verified,,10.93,24.74,90,826.34,PPRRVU2026_Jul_nonQPP.csv
27823,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; with fixation of posterior lip",Leg/Ankle/Foot,already_present,verified,,12.83,27.64,90,923.2,PPRRVU2026_Jul_nonQPP.csv
