source,specialty,code,modifier,description,site_wrvu,cms_work_rvu,cms_status_indicator,cms_year,cms_source_filename,match_status,recommended_action,path_hint
index.html:SPECS,Interventional Cardiology,92979,,Each additional noncoronary vessel IVUS,1,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[19]
index.html:SPECS,Interventional Cardiology,92986,,Percutaneous balloon pulmonary valvuloplasty,15.8,22.04,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 22.04 and stamp CMS year/source,Interventional Cardiology[20]
index.html:SPECS,Interventional Cardiology,92987,,Percutaneous balloon mitral valvuloplasty,18.9,22.80,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 22.80 and stamp CMS year/source,Interventional Cardiology[21]
index.html:SPECS,Interventional Cardiology,92990,,Percutaneous pulmonary artery thrombectomy mechanical,10.7,17.81,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.81 and stamp CMS year/source,Interventional Cardiology[22]
index.html:SPECS,Interventional Cardiology,93451,,Right heart catheterization,3.4,2.41,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.41 and stamp CMS year/source,Interventional Cardiology[24]
index.html:SPECS,Interventional Cardiology,93452,,Left heart catheterization,3.7,4.39,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.39 and stamp CMS year/source,Interventional Cardiology[25]
index.html:SPECS,Interventional Cardiology,93453,,Combined right and left heart cath,4.6,5.84,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.84 and stamp CMS year/source,Interventional Cardiology[26]
index.html:SPECS,Interventional Cardiology,93454,,Coronary angiography with left heart cath,5.1,4.43,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.43 and stamp CMS year/source,Interventional Cardiology[27]
index.html:SPECS,Interventional Cardiology,93455,,Coronary angiography with right heart cath,5.4,5.16,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.16 and stamp CMS year/source,Interventional Cardiology[28]
index.html:SPECS,Interventional Cardiology,93456,,Coronary angiography with right and left heart cath,6.1,5.75,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.75 and stamp CMS year/source,Interventional Cardiology[29]
index.html:SPECS,Interventional Cardiology,93457,,Coronary angiography bypass grafts with right and left heart cath,7,6.47,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.47 and stamp CMS year/source,Interventional Cardiology[30]
index.html:SPECS,Interventional Cardiology,93458,,Coronary angiography with left heart cath including ventriculography,5.6,5.46,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.46 and stamp CMS year/source,Interventional Cardiology[31]
index.html:SPECS,Interventional Cardiology,93459,,Coronary angiography bypass grafts with left heart cath including ventriculography,6.3,6.19,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.19 and stamp CMS year/source,Interventional Cardiology[32]
index.html:SPECS,Interventional Cardiology,93460,,Coronary angiography with right and left heart cath including ventriculography,6.7,6.92,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.92 and stamp CMS year/source,Interventional Cardiology[33]
index.html:SPECS,Interventional Cardiology,93461,,Coronary angiography bypass grafts with right and left heart cath including ventriculography,7.3,7.65,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.65 and stamp CMS year/source,Interventional Cardiology[34]
index.html:SPECS,Interventional Cardiology,93503,,Insertion and placement flow directed catheter for monitoring,2.3,1.95,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.95 and stamp CMS year/source,Interventional Cardiology[35]
index.html:SPECS,Interventional Cardiology,93505,,Endomyocardial biopsy,5.1,4.02,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.02 and stamp CMS year/source,Interventional Cardiology[36]
index.html:SPECS,Interventional Cardiology,93571,,Physiologic evaluation of coronary lesion initial vessel FFR/iFR,2.1,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[37]
index.html:SPECS,Interventional Cardiology,93572,,Each additional coronary vessel physiologic evaluation,0.9,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[38]
index.html:SPECS,Interventional Cardiology,93580,,Percutaneous transcatheter closure congenital interatrial communication,19.8,17.52,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.52 and stamp CMS year/source,Interventional Cardiology[39]
index.html:SPECS,Interventional Cardiology,93581,,Percutaneous transcatheter closure ventricular septal defect,22.1,23.78,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 23.78 and stamp CMS year/source,Interventional Cardiology[40]
index.html:SPECS,Interventional Cardiology,93582,,Percutaneous transcatheter closure patent ductus arteriosus,17.4,12.00,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 12.00 and stamp CMS year/source,Interventional Cardiology[41]
index.html:SPECS,Interventional Cardiology,93583,,Percutaneous transcatheter septal reduction therapy,23.7,13.41,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 13.41 and stamp CMS year/source,Interventional Cardiology[42]
index.html:SPECS,Interventional Cardiology,93584,,Percutaneous transcatheter ventricular repair,24.2,1.17,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.17 and stamp CMS year/source,Interventional Cardiology[43]
index.html:SPECS,Interventional Cardiology,93596,,Percutaneous transcatheter tricuspid valve annuloplasty,24.8,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[44]
index.html:SPECS,Interventional Cardiology,33990,,Insertion percutaneous ventricular assist device arterial access only,10.3,6.58,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.58 and stamp CMS year/source,Interventional Cardiology[45]
index.html:SPECS,Interventional Cardiology,33991,,Insertion percutaneous ventricular assist device both arterial and venous access,14.9,8.62,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.62 and stamp CMS year/source,Interventional Cardiology[46]
index.html:SPECS,Interventional Cardiology,33992,,Repositioning percutaneous ventricular assist device,3.6,3.46,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.46 and stamp CMS year/source,Interventional Cardiology[47]
index.html:SPECS,Interventional Cardiology,33993,,Removal percutaneous ventricular assist device,4.1,3.02,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.02 and stamp CMS year/source,Interventional Cardiology[48]
index.html:SPECS,Interventional Cardiology,33361,,Transcatheter aortic valve replacement femoral approach,40.2,21.91,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 21.91 and stamp CMS year/source,Interventional Cardiology[49]
index.html:SPECS,Interventional Cardiology,33206,,Insertion pacemaker pulse generator with existing single lead system,8.7,6.96,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.96 and stamp CMS year/source,Interventional Cardiology[50]
index.html:SPECS,Interventional Cardiology,33207,,Insertion pacemaker pulse generator with existing dual leads,9.3,7.61,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.61 and stamp CMS year/source,Interventional Cardiology[51]
index.html:SPECS,Interventional Cardiology,33208,,Insertion or replacement permanent pacemaker with transvenous electrodes atrial and ventricular,12.6,8.31,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.31 and stamp CMS year/source,Interventional Cardiology[52]
index.html:SPECS,Interventional Cardiology,33210,,Insertion/replacement temporary transvenous single chamber pacing catheter,4,2.97,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.97 and stamp CMS year/source,Interventional Cardiology[53]
index.html:SPECS,Interventional Cardiology,33211,,Insertion/replacement temporary transvenous dual chamber pacing catheter,4.8,3.06,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.06 and stamp CMS year/source,Interventional Cardiology[54]
index.html:SPECS,Interventional Cardiology,33212,,Insertion pacemaker pulse generator only with existing dual leads,7.6,4.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.88 and stamp CMS year/source,Interventional Cardiology[55]
index.html:SPECS,Interventional Cardiology,33213,,Insertion pacemaker pulse generator only with existing multi leads,8.4,5.15,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.15 and stamp CMS year/source,Interventional Cardiology[56]
index.html:SPECS,Interventional Cardiology,33214,,Upgrade single chamber to dual chamber system,13.2,7.40,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.40 and stamp CMS year/source,Interventional Cardiology[57]
index.html:SPECS,Interventional Cardiology,33215,,Repositioning of previously implanted transvenous pacemaker/ICD lead,6.1,4.80,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.80 and stamp CMS year/source,Interventional Cardiology[58]
index.html:SPECS,Interventional Cardiology,33216,,Insertion of single transvenous electrode permanent pacemaker/ICD,7.4,5.48,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.48 and stamp CMS year/source,Interventional Cardiology[59]
index.html:SPECS,Interventional Cardiology,33217,,Insertion of two transvenous electrodes permanent pacemaker/ICD,9.5,5.45,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.45 and stamp CMS year/source,Interventional Cardiology[60]
index.html:SPECS,Interventional Cardiology,33218,,Repair single transvenous electrode pacemaker/ICD,5.2,5.67,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.67 and stamp CMS year/source,Interventional Cardiology[61]
index.html:SPECS,Interventional Cardiology,33220,,Repair two transvenous electrodes pacemaker/ICD,6.8,5.75,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.75 and stamp CMS year/source,Interventional Cardiology[62]
index.html:SPECS,Interventional Cardiology,33221,,Insertion or replacement pulse generator permanent pacemaker with existing single lead,8.1,5.41,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.41 and stamp CMS year/source,Interventional Cardiology[63]
index.html:SPECS,Interventional Cardiology,33222,,Relocation skin pocket pacemaker,4.3,4.73,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.73 and stamp CMS year/source,Interventional Cardiology[64]
index.html:SPECS,Interventional Cardiology,33224,,Insertion pacing electrode cardiac venous system for CRT,10.2,8.81,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.81 and stamp CMS year/source,Interventional Cardiology[65]
index.html:SPECS,Interventional Cardiology,33225,,Repositioning previously implanted cardiac venous lead,6.7,8.12,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.12 and stamp CMS year/source,Interventional Cardiology[66]
index.html:SPECS,Interventional Cardiology,33227,,Removal and replacement permanent pacemaker pulse generator single lead,7.1,5.12,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.12 and stamp CMS year/source,Interventional Cardiology[67]
index.html:SPECS,Interventional Cardiology,33228,,Removal and replacement permanent pacemaker pulse generator dual lead,8,5.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.38 and stamp CMS year/source,Interventional Cardiology[68]
index.html:SPECS,Interventional Cardiology,33229,,Removal and replacement permanent pacemaker pulse generator multiple leads,8.7,5.65,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.65 and stamp CMS year/source,Interventional Cardiology[69]
index.html:SPECS,Interventional Cardiology,33230,,Insertion or replacement defibrillator pulse generator only with existing single lead,11.9,5.92,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.92 and stamp CMS year/source,Interventional Cardiology[70]
index.html:SPECS,Interventional Cardiology,33231,,Insertion or replacement defibrillator pulse generator only with existing dual leads,12.8,6.18,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.18 and stamp CMS year/source,Interventional Cardiology[71]
index.html:SPECS,Interventional Cardiology,33240,,Insertion single/dual lead ICD system,18.2,5.66,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.66 and stamp CMS year/source,Interventional Cardiology[72]
index.html:SPECS,Interventional Cardiology,33241,,Removal defibrillator pulse generator only,5,2.96,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.96 and stamp CMS year/source,Interventional Cardiology[73]
index.html:SPECS,Interventional Cardiology,33243,,Removal single lead ICD system,10.8,22.98,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 22.98 and stamp CMS year/source,Interventional Cardiology[74]
index.html:SPECS,Interventional Cardiology,33244,,Removal transvenous ICD lead(s) by extraction,20.4,13.40,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 13.40 and stamp CMS year/source,Interventional Cardiology[75]
index.html:SPECS,Interventional Cardiology,33249,,Insertion/replacement ICD system with transvenous lead(s),19.1,14.55,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.55 and stamp CMS year/source,Interventional Cardiology[76]
index.html:SPECS,Interventional Cardiology,33262,,Removal and replacement ICD pulse generator single lead,12.4,5.66,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.66 and stamp CMS year/source,Interventional Cardiology[77]
index.html:SPECS,Interventional Cardiology,33263,,Removal and replacement ICD pulse generator dual lead,13,5.93,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.93 and stamp CMS year/source,Interventional Cardiology[78]
index.html:SPECS,Interventional Cardiology,33264,,Removal and replacement ICD pulse generator multiple leads,13.5,6.19,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.19 and stamp CMS year/source,Interventional Cardiology[79]
index.html:SPECS,Interventional Cardiology,33270,,Insertion subcutaneous ICD electrode,11.4,8.87,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.87 and stamp CMS year/source,Interventional Cardiology[80]
index.html:SPECS,Interventional Cardiology,33271,,Insertion subcutaneous ICD pulse generator,10.9,7.31,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.31 and stamp CMS year/source,Interventional Cardiology[81]
index.html:SPECS,Interventional Cardiology,33272,,Repositioning subcutaneous ICD electrode,6.1,5.28,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.28 and stamp CMS year/source,Interventional Cardiology[82]
index.html:SPECS,Interventional Cardiology,33273,,Removal and replacement subcutaneous ICD pulse generator,9.4,6.34,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.34 and stamp CMS year/source,Interventional Cardiology[83]
index.html:SPECS,Interventional Cardiology,33274,,Transcatheter leadless pacemaker single chamber ventricular,17.6,7.61,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.61 and stamp CMS year/source,Interventional Cardiology[84]
index.html:SPECS,Interventional Cardiology,33275,,Revision/removal leadless pacemaker,12.2,8.38,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.38 and stamp CMS year/source,Interventional Cardiology[85]
index.html:SPECS,Interventional Cardiology,33285,,Insertion subcutaneous cardiac rhythm monitor,2.3,1.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.49 and stamp CMS year/source,Interventional Cardiology[86]
index.html:SPECS,Interventional Cardiology,33286,,Removal subcutaneous cardiac rhythm monitor,1.9,1.46,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.46 and stamp CMS year/source,Interventional Cardiology[87]
index.html:SPECS,Interventional Cardiology,93462,,Left heart cath by transseptal puncture through intact septum/add-on,2,3.64,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.64 and stamp CMS year/source,Interventional Cardiology[88]
index.html:SPECS,Interventional Cardiology,93566,,Injection procedure selective coronary angiography during congenital heart cath,1.7,0.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.49 and stamp CMS year/source,Interventional Cardiology[89]
index.html:SPECS,Interventional Cardiology,93567,,Pulmonary angiography selective bilat during congenital heart cath,2.1,0.68,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.68 and stamp CMS year/source,Interventional Cardiology[90]
index.html:SPECS,Interventional Cardiology,93568,,Injection procedure pulmonary artery/aortography during congenital cath,1.8,0.86,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.86 and stamp CMS year/source,Interventional Cardiology[91]
index.html:SPECS,Interventional Cardiology,93613,,Intracardiac electrophysiologic 3D mapping,4.2,5.10,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.10 and stamp CMS year/source,Interventional Cardiology[92]
index.html:SPECS,Interventional Cardiology,93620,,Comprehensive electrophysiologic evaluation with induction,13.4,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[93]
index.html:SPECS,Interventional Cardiology,93621,,Comprehensive electrophysiologic evaluation with left atrial recording/pacing,2.9,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[94]
index.html:SPECS,Interventional Cardiology,93622,,Comprehensive electrophysiologic evaluation with left ventricular pacing/recording,3.2,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[95]
index.html:SPECS,Interventional Cardiology,93623,,Programmed stimulation and pacing after IV drug infusion,2.3,0.00,C,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.00 and stamp CMS year/source,Interventional Cardiology[96]
index.html:SPECS,Interventional Cardiology,93653,,EP ablation supraventricular tachycardia,20.8,14.63,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.63 and stamp CMS year/source,Interventional Cardiology[97]
index.html:SPECS,Interventional Cardiology,93654,,EP ablation ventricular tachycardia,27.6,17.65,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.65 and stamp CMS year/source,Interventional Cardiology[98]
index.html:SPECS,Interventional Cardiology,93656,,EP ablation atrial fibrillation pulmonary vein isolation,30.4,16.58,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 16.58 and stamp CMS year/source,Interventional Cardiology[99]
index.html:SPECS,Breast,19081,,"Breast biopsy, stereotactic guidance first lesion",4.73,3.21,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.21 and stamp CMS year/source,Breast[0]
index.html:SPECS,Breast,19082,,"Breast biopsy, stereotactic each additional lesion",2.2,1.61,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.61 and stamp CMS year/source,Breast[1]
index.html:SPECS,Breast,19083,,"Breast biopsy, ultrasound guidance first lesion",3.84,3.02,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.02 and stamp CMS year/source,Breast[2]
index.html:SPECS,Breast,19084,,"Breast biopsy, ultrasound each additional lesion",1.9,1.51,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.51 and stamp CMS year/source,Breast[3]
index.html:SPECS,Breast,19085,,"Breast biopsy, MRI guidance first lesion",6.2,3.55,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.55 and stamp CMS year/source,Breast[4]
index.html:SPECS,Breast,19086,,"Breast biopsy, MRI each additional lesion",2.7,1.77,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.77 and stamp CMS year/source,Breast[5]
index.html:SPECS,Breast,19000,,Puncture aspiration breast cyst,0.84,0.82,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.82 and stamp CMS year/source,Breast[6]
index.html:SPECS,Breast,19001,,Puncture aspiration each additional cyst,0.4,0.41,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.41 and stamp CMS year/source,Breast[7]
index.html:SPECS,Breast,19020,,Mastotomy with exploration/drainage deep abscess,3.1,3.73,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.73 and stamp CMS year/source,Breast[8]
index.html:SPECS,Breast,19030,,Injection for mammary ductography,0.7,1.49,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.49 and stamp CMS year/source,Breast[9]
index.html:SPECS,Breast,19101,,Open incisional breast biopsy,4.4,3.15,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.15 and stamp CMS year/source,Breast[10]
index.html:SPECS,Breast,19110,,Nipple exploration including excision duct lesion,5.6,4.33,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 4.33 and stamp CMS year/source,Breast[11]
index.html:SPECS,Breast,19112,,Excision lactiferous duct fistula,5.4,3.71,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 3.71 and stamp CMS year/source,Breast[12]
index.html:SPECS,Breast,19120,,Excision breast lesion open,5.8,5.77,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.77 and stamp CMS year/source,Breast[13]
index.html:SPECS,Breast,19125,,Excision breast lesion identified by localization device first lesion,7.75,6.52,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 6.52 and stamp CMS year/source,Breast[14]
index.html:SPECS,Breast,19126,,Excision each additional lesion localization device,3.88,2.86,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.86 and stamp CMS year/source,Breast[15]
index.html:SPECS,Breast,19281,,Placement breast localization device mammographic first lesion,1.2,1.95,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.95 and stamp CMS year/source,Breast[20]
index.html:SPECS,Breast,19282,,Placement localization device mammographic each additional,0.6,0.98,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.98 and stamp CMS year/source,Breast[21]
index.html:SPECS,Breast,19283,,Placement localization device ultrasound first lesion,1,1.95,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.95 and stamp CMS year/source,Breast[22]
index.html:SPECS,Breast,19284,,Placement localization device ultrasound each additional,0.5,0.98,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.98 and stamp CMS year/source,Breast[23]
index.html:SPECS,Breast,19285,,Placement localization device MRI first lesion,1.5,1.66,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 1.66 and stamp CMS year/source,Breast[24]
index.html:SPECS,Breast,19286,,Placement localization device MRI each additional,0.7,0.83,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 0.83 and stamp CMS year/source,Breast[25]
index.html:SPECS,Breast,19294,,Preparation and placement of radiological marker,0.9,2.93,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 2.93 and stamp CMS year/source,Breast[28]
index.html:SPECS,Breast,19300,,Mastectomy for gynecomastia variant,7.8,5.18,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 5.18 and stamp CMS year/source,Breast[29]
index.html:SPECS,Breast,19301,,Partial mastectomy,10.49,9.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 9.88 and stamp CMS year/source,Breast[30]
index.html:SPECS,Breast,19302,,Partial mastectomy with axillary lymphadenectomy,14.36,13.64,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 13.64 and stamp CMS year/source,Breast[31]
index.html:SPECS,Breast,19303,,Simple complete mastectomy,16.25,14.63,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.63 and stamp CMS year/source,Breast[32]
index.html:SPECS,Breast,19305,,Radical mastectomy,21.63,17.02,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.02 and stamp CMS year/source,Breast[34]
index.html:SPECS,Breast,19306,,Radical mastectomy internal mammary nodes,24.31,17.68,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.68 and stamp CMS year/source,Breast[35]
index.html:SPECS,Breast,19307,,Modified radical mastectomy,20.37,17.54,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 17.54 and stamp CMS year/source,Breast[36]
index.html:SPECS,Breast,19316,,Mastopexy,14.9,10.81,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.81 and stamp CMS year/source,Breast[37]
index.html:SPECS,Breast,19318,,Reduction mammaplasty,15.6,15.63,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 15.63 and stamp CMS year/source,Breast[38]
index.html:SPECS,Breast,19325,,Breast augmentation with implant,13.3,7.92,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.92 and stamp CMS year/source,Breast[40]
index.html:SPECS,Breast,19328,,Removal intact breast implant,8.4,7.25,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 7.25 and stamp CMS year/source,Breast[41]
index.html:SPECS,Breast,19330,,Removal implant and replacement same session,12.4,8.78,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.78 and stamp CMS year/source,Breast[42]
index.html:SPECS,Breast,19340,,Immediate insertion breast prosthesis after mastectomy,12.91,10.22,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.22 and stamp CMS year/source,Breast[43]
index.html:SPECS,Breast,19342,,Delayed insertion breast prosthesis,14.5,10.22,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 10.22 and stamp CMS year/source,Breast[44]
index.html:SPECS,Breast,19350,,Nipple/areola reconstruction,6.8,8.88,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.88 and stamp CMS year/source,Breast[45]
index.html:SPECS,Breast,19355,,Correction inverted nipple,3.9,8.31,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 8.31 and stamp CMS year/source,Breast[46]
index.html:SPECS,Breast,19357,,Tissue expander placement in breast reconstruction,16.65,14.47,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 14.47 and stamp CMS year/source,Breast[47]
index.html:SPECS,Breast,19361,,Breast reconstruction with latissimus dorsi flap,26.82,22.78,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 22.78 and stamp CMS year/source,Breast[48]
index.html:SPECS,Breast,19364,,Breast reconstruction with free flap,41.79,41.52,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 41.52 and stamp CMS year/source,Breast[49]
index.html:SPECS,Breast,19367,,Breast reconstruction with single pedicle TRAM flap,30.6,26.13,A,2026,PPRRVU2026_Apr_nonQPP.csv,mismatch,update WRVU to 26.13 and stamp CMS year/source,Breast[51]
